assetPath,guid,category,domains,excludedByConfig,dirtyWorkingTree,reasons
Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Textures/M06B2_e987e53d626d5c944a8186bc442eac82_linear.png,31c2eaaf9c95b8e46aa40b946f41ecc7,Unknown / Manual Review,World,False,False,No authoritative Unity/material classification was found.
Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Textures/M06B2_fc7bd51e42b0d3042ab168296aab73cb_color.png,557deb35d0d0f6846a0cf2eb22f43494,Unknown / Manual Review,World,False,False,No authoritative Unity/material classification was found.
Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Textures/M06B2_fe3d3aafedc71d14ea8f3136d2fb8b26_color.png,62a313c900fde38489b0f84e8c7f7b28,Unknown / Manual Review,World,False,False,No authoritative Unity/material classification was found.
Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Textures/road-9-4.jpg,cf51998ee726fc44280ee9ed7cbd232a,Unknown / Manual Review,World,False,False,No authoritative Unity/material classification was found.
Assets/Game/LegacyImport/RuntimeBaseline/Generated/World/Textures/road-9.jpg,5dc45a7aa12609f4abf0f9abcd458c20,Unknown / Manual Review,World,False,False,No authoritative Unity/material classification was found.
Assets/Game/Presentation/Vegetation/Generated/Phase1/Textures/NorwaySpruceHD/Foliage01_BaseColorOpacity.png,61c9985717cf3ea469003c2649146574,Base Color / Albedo,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/Generated/Phase1/Textures/NorwaySpruceHD/Foliage02_BaseColorOpacity.png,dfca405e7b8e475498e411b4b9d59857,Base Color / Albedo,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/Generated/Phase1/Textures/NorwaySpruceHD/Foliage02Long_BaseColorOpacity.png,c2c6f9ec52e15144a81e70f9af102973,Base Color / Albedo,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/Generated/Phase1/Textures/NorwaySpruceHD/Foliage02Short_BaseColorOpacity.png,230834d0727a9d94082ed0798115a116,Base Color / Albedo,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/Generated/Phase1/Textures/Spruce/Spruce_Bark_MaskMap.png,7079d9ccdcf52014fa539e04d619165c,HDRP Mask Map,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/Generated/Phase1/Textures/Spruce/Spruce_Branch_BaseColorOpacity.png,0a4652edab2a2984f87cb69d0992754a,Base Color / Albedo,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/Generated/Phase1/Textures/Spruce/Spruce_Branch_MaskMap.png,1a221ac2bcfa543458495cb269e56a7b,HDRP Mask Map,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_branch_Picea_abies_bark_01_LOD0_Color.png,b9cb2d383c5539a40aa583ef102fe75e,Base Color / Albedo,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_branch_Picea_abies_branch_01_n_LOD0_Nor.png,3ab9c8e9ff407b442be52dab503d0010,Normal Map,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_brch_cut_02_Picea_branch_cut_01_n_LOD0_.png,1cd511ebde16cdd4da94d977ba81b409,Normal Map,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_brch_cut_02_Picea_branch_cut_01b_LOD0_C.png,18e9351cfb615bd48aa6b22731c29d2f,Unknown / Manual Review,Vegetation,False,True,No authoritative Unity/material classification was found. | Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_1_dying_Picea_fol_01_dying_a_LOD0_T.png,53ffb32f1eeba1e4e94befc22dcd7972,Unknown / Manual Review,Vegetation,False,True,No authoritative Unity/material classification was found. | Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_1_dying_Picea_fol_01_dying_LOD0_Col.png,0a23fe9dbdf8f344caa9c578d17a4730,Unknown / Manual Review,Vegetation,False,True,No authoritative Unity/material classification was found. | Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_1_dying_Picea_fol_01_dying_n_LOD0_N.png,6a220d6afeb0523428a1f40bb710b243,Normal Map,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_1_Picea_fol_01_a_LOD0_Transparency.png,ca5ab7c35f86aac4580cbb4d03d17ae5,Unknown / Manual Review,Vegetation,False,True,No authoritative Unity/material classification was found. | Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_1_Picea_fol_01_LOD0_Color.png,9dcfa9eff47a4da4ea622fb2e250eb16,Unknown / Manual Review,Vegetation,False,True,No authoritative Unity/material classification was found. | Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_1_Picea_fol_01_n_LOD0_Normal.png,7cb9066d7d0d2174794bfcaccf9871c7,Normal Map,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_2_long_Picea_fol_02_long_a_LOD0_Tra.png,d815c569ff5da9f479c7b33300522466,Unknown / Manual Review,Vegetation,False,True,No authoritative Unity/material classification was found. | Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_2_long_Picea_fol_02_long_LOD0_Color.png,797a6d89cfb59ff49b1f841a2336a35d,Unknown / Manual Review,Vegetation,False,True,No authoritative Unity/material classification was found. | Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_2_long_Picea_fol_02_long_n_LOD0_Nor.png,148ae414b709a1a4eae59fb7d718765c,Normal Map,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_2_Picea_fol_02_a_LOD0_Transparency.png,3e05538bd257b9f4da6c4bd3ce1b7d1c,Unknown / Manual Review,Vegetation,False,True,No authoritative Unity/material classification was found. | Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_2_Picea_fol_02_LOD0_Color.png,2aac8bc268dd3eb40a4edad1719517e6,Unknown / Manual Review,Vegetation,False,True,No authoritative Unity/material classification was found. | Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_2_Picea_fol_02_n_LOD0_Normal.png,b1dc653ab8ab1a242943edc93233ac90,Normal Map,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_2_short_Picea_fol_02_short_a_LOD0_T.png,d2e70d985da60e34e999c6629c7199f5,Unknown / Manual Review,Vegetation,False,True,No authoritative Unity/material classification was found. | Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_2_short_Picea_fol_02_short_LOD0_Col.png,157f25d09fc360d47b6dc93551e0eee7,Unknown / Manual Review,Vegetation,False,True,No authoritative Unity/material classification was found. | Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_fol_2_short_Picea_fol_02_short_n_LOD0_N.png,935b582c0a6257c42a11105c30fbd1fb,Normal Map,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_trunk_cut_01_LOD0_Color.png,98197991a0932544a87d5b75275079b3,Unknown / Manual Review,Vegetation,False,True,No authoritative Unity/material classification was found. | Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/NorwaySpruceHD/Source/Textures/StandardHealthy/Picea_abies_HD_Picea_trunk_cut_01_n_LOD0_Normal.png,6e3fabd23ac198845adc598e127189f2,Normal Map,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/SprucePack/Source/Textures/Spruce_Bark_Albedo.TGA,29c98638b48a20241b711fd14567344e,Base Color / Albedo,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/SprucePack/Source/Textures/Spruce_Bark_AO.png,4eb9dd6b9aad3cd418a268d45e8821f8,Ambient Occlusion,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/SprucePack/Source/Textures/Spruce_Bark_ARM.tga,33f62b831930726499110ae5d98efea4,Alpha Mask / Cutout,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/SprucePack/Source/Textures/Spruce_Bark_Height.png,b28bc8a333674504f9980f03e7772d45,Height / Displacement,Vegetation,False,True,16-bit source requires precision-specific review. | Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/SprucePack/Source/Textures/Spruce_Bark_Normal.tga,81aef6a231fd3844dbb9c3c42dabb7cd,Normal Map,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/SprucePack/Source/Textures/Spruce_Bark_Normal_V2.tga,75ba11458514ab042a5989225c9e5a3c,Normal Map,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/SprucePack/Source/Textures/Spruce_Billboard_Base_Color.tga,af6be37547ed2c549a6a2a69b89725eb,Base Color / Albedo,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/SprucePack/Source/Textures/Spruce_Billboard_Normal.tga,772a1b555bcd3ed46aece2c304719e0f,Normal Map,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/SprucePack/Source/Textures/Spruce_Branch_Albedo.tga,cb58f30dcf5b99048b7133c8f823c90e,Alpha Mask / Cutout,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/SprucePack/Source/Textures/Spruce_Branch_ARM.tga,6283f2324a3d8e64ba021c6717143ed6,Alpha Mask / Cutout,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/SprucePack/Source/Textures/Spruce_Branch_Normal.tga,e1eb2dc30de879c4faf04122d631040c,Normal Map,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/SprucePack/Source/Textures/Spruce_Branch_Opacity.png,7a7d0c3048e28f746972e6a3e491872d,Alpha Mask / Cutout,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/Presentation/Vegetation/ThirdParty/SprucePack/Source/Textures/Spruce_Branch_Roughness.tga,c56957e057f106d4d829c65dc7ceba2e,Roughness,Vegetation,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/UI/Presentation/Content/MainMenu/M08A_MenuLogo.png,5c8bc6c8574ac974bbc58d4a8ca6dc85,Unknown / Manual Review,UI,False,True,Approved 08A UI reference-lock asset; concurrent local edit present. | No authoritative Unity/material classification was found. | Asset or .meta has a concurrent working-tree change.
Assets/Game/UI/Presentation/Content/MainMenu/M08A_TemporaryGarageBackdrop.png,97fb9a0a46d3b264e90d602527e24ec1,Unknown / Manual Review,UI,False,False,No authoritative Unity/material classification was found.
Assets/Game/World/Content/Vegetation/Masks/cell_0_0_VegetationDensity.png,41f085351ddacdc47a75ec30775b2130,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_0_1_VegetationDensity.png,ffeabf27cb3d4f0409bb5c0453af80e2,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_0__1_VegetationDensity.png,c8358161876f6ad4b8256326fdf521a8,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_0__2_VegetationDensity.png,4e33aa89aa8c4164f86d6275c392177a,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_0__3_VegetationDensity.png,83bd406b019888649b11cc21bd00d5ec,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_0__4_VegetationDensity.png,d8ccb98dc6147554c8325041f243d0ec,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_0__5_VegetationDensity.png,8092bc7cc7a9c8e438861648bbab2082,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_1_0_VegetationDensity.png,27f57b7b846da2542a3673c67a739cd9,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_1_1_VegetationDensity.png,af3dad46af3faa64fa5d66f06f7abf02,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_1_2_VegetationDensity.png,86200e64db30f284f8ef8583fe302bce,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_1__3_VegetationDensity.png,a8e209602b0cb2e4ab21c939dc3efaa0,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_1__5_VegetationDensity.png,ab39b84dd1363bb4ebe6be10f59615c6,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_2__1_VegetationDensity.png,39f4a2347dc1a7c45be3b2aff9c02645,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_2__2_VegetationDensity.png,bcd6ffcd49f0dce4cb7d4516c3cd8aed,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_2__4_VegetationDensity.png,37fc0b672fbd9214eaf627de8c00e21d,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_2__5_VegetationDensity.png,04194e4f265cfe24c9fe50fefbad4494,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_3_0_VegetationDensity.png,a1ad1308e30859242abac118498eecaf,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_3__1_VegetationDensity.png,6e83c5d4d3db93b4f9b6dd44cb792286,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_3__2_VegetationDensity.png,7f4fbbeefd4e6a84e8bd9a943cd19738,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_3__4_VegetationDensity.png,5405948fa4c10024c8f605aa14dd5494,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_3__5_VegetationDensity.png,6b85d4b13a6fdee458a40364a8cbb106,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_4_1_VegetationDensity.png,31b6e7eb9f8b96843b87f3f9de93de22,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_4__2_VegetationDensity.png,1cd42133421ed20448ef791a35d645e7,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_4__3_VegetationDensity.png,6477c3a00bc4fb04cb173ab2f63469e1,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_4__4_VegetationDensity.png,0d7510b5c1dc5114696c2412f19082eb,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_4__5_VegetationDensity.png,48230fa6683f45b46bc14ae5edd6d238,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell_5__2_VegetationDensity.png,deb2a70e6b5a5c24aa56be42b899ec34,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__1_0_VegetationDensity.png,a03c17decfa5fa346901334af1f71f43,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__1_1_VegetationDensity.png,d058eb8b57f859d48bac425bb03cba2f,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__1__1_VegetationDensity.png,10ccc989a3638ef4fb634d42d58ec572,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__1__2_VegetationDensity.png,80880a8709e17cb45a6b118cf054f000,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__1__3_VegetationDensity.png,2d77a02629b27074fbd622072a642c3a,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__1__4_VegetationDensity.png,58ac837955cdbf649853976a8e5e17ea,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__1__5_VegetationDensity.png,e2f508c1022cbcf40bf688b05bb0db60,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__2_0_VegetationDensity.png,7beb110fac9c10e4d999798994c56893,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__2_1_VegetationDensity.png,684b8fdd5245cb447ac5d74c73488b6d,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__2__2_VegetationDensity.png,bf1022c388ffa6646b4d6619db3210fd,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__2__3_VegetationDensity.png,467271050e6b3924997a69aa818317ee,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__2__4_VegetationDensity.png,6951d26a9ffe6ad4d9c222d455cc9d2f,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__2__5_VegetationDensity.png,ee961cbc76384aa47b3e28fc546dd937,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__3_0_VegetationDensity.png,c90fbd3249772764696e793d2e06c4cb,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__3__1_VegetationDensity.png,30d35f4e934d12d4ab9d32794586f8a9,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__3__2_VegetationDensity.png,860e9de1bf1f8304088228ed24e8927c,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__3__3_VegetationDensity.png,110fc955701e4b941807fb901ad71565,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__3__4_VegetationDensity.png,616afd3822a43bd4ca5e6d3e5cb5f77f,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__4_0_VegetationDensity.png,6ae1d4989bf44ed41879004bbf42db5b,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__4_1_VegetationDensity.png,9bbfdd2f6ebb39740877e76d40a81205,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__4__1_VegetationDensity.png,a9039b7d5139e23468f60044d05b255d,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/Game/World/Content/Vegetation/Masks/cell__4__3_VegetationDensity.png,c58cff691a600a34b9844ac25d336a58,Alpha Mask / Cutout,Vegetation;World,False,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_fern_beech_forest_01_BC_M.tga,66f3925eef7750a4e8a6309cea7ba162,Base Color / Albedo,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_fern_beech_forest_01_MT_AO_SM.tga,02d6ddbf419327245b430554923b9085,HDRP Mask Map,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_fern_beech_forest_01_N.png,f31a956c97ee87542b7f71bafcd6bac1,Normal Map,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_fern_beech_forest_01_T.tga,78417a8a61d7e334da977c39b827e969,Alpha Mask / Cutout,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_grass_beech_forest_01_BC_M.tga,9e29e24fd0262414abec75fd4f12d0f0,Base Color / Albedo,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_grass_beech_forest_01_MT_AO_SM.tga,67d012a6752cb2b47a6b5b2f97f36dc6,HDRP Mask Map,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_grass_beech_forest_01_N.png,411e30eecfedf884da59a95cf292ce2a,Normal Map,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_grass_beech_forest_01_T.tga,1c333f1384b07574888f6498c5ffbe1a,Base Color / Albedo,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_grass_beech_forest_02_BC_M.tga,6dbe9058e0c62894dbbf95dbfdff6984,Base Color / Albedo,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_grass_beech_forest_02_MT_AO_SM.tga,a7512b6d967bd96478796722c4bb797a,HDRP Mask Map,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_grass_beech_forest_02_N.png,1bb667c911bd3474596944d212e7c5c9,Normal Map,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_grass_beech_forest_02_T.tga,b55e17d8160acc54291634f5042a912d,Alpha Mask / Cutout,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_grass_beech_forest_03_BC_M.tga,1bae9eb90e3b17344a81f8fd598cc293,Base Color / Albedo,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_grass_beech_forest_03_MT_AO_SM.tga,998ab74471d0e2e48b780e72c687799b,HDRP Mask Map,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_grass_beech_forest_03_N.png,76798a4cc54082d47a24935f5793c71a,Normal Map,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Forest Environment Dynamic Nature/Foliage and Grass/Models/Textures/T_grass_beech_forest_03_T.tga,c20dec981388e0349a5495a5cdc1740c,Alpha Mask / Cutout,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Bushes/Models/Textures/T_Grey_willow_BC.tga,09433f66e3e024d40aaa1c2e361bb7c5,Base Color / Albedo,Vegetation,True,True,Asset or .meta has a concurrent working-tree change.
